ID,Protein name
4215,GntR family transcriptional regulator
4216,hypothetical protein SCO4216
4217,hypothetical protein SCO4217
4218,small hydrophilic protein
4219,dienelactone hydrolase family hydrolase
4220,hypothetical protein SCO4220
4221,hypothetical protein SCO4221
4222,hypothetical protein SCO4222
4223,AraC family transcription regulator
4224,hypothetical protein SCO4224
4225,hypothetical protein SCO4225
4226,hypothetical protein SCO4226
4227,hypothetical protein SCO4227
4228,"phosphate transport system regulator, partial"
4229,sensor kinase
4230,response regulator
4231,lipoprotein
4232,transcriptional factor regulator
4233,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
4234,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
4235,cysteinyl-tRNA synthetase
4236,tRNA/rRNA methyltransferase
4237,hypothetical protein SCO4237
4238,guanyltransferase
4239,small membrane protein
4240,ABC transporter ATP-binding protein
4241,proteinase
4242,hypothetical protein SCO4242
4243,hypothetical protein SCO4243
4244,hypothetical protein SCO4244
4245,hypothetical protein SCO4245
4246,hypothetical protein SCO4246
4247,hypothetical protein SCO4247
4248,hypothetical protein SCO4248
4249,hypothetical protein SCO4249
4250,hypothetical protein SCO4250
4251,hypothetical protein SCO4251
4252,hypothetical protein SCO4252
4253,hypothetical protein SCO4253
4254,hypothetical protein SCO4254
4255,hypothetical protein SCO4255
4256,hydrolytic protein
4257,hydrolytic protein
4258,hydrolytic protein
4259,ATPase AAA
4260,hypothetical protein SCO4260
4261,response regulator
4262,hypothetical protein SCO4262
4263,transcriptional regulator
4264,aminoglycoside phosphotransferase
4265,transport integral membrane protein
4266,oxidoreductase
4267,hypothetical protein SCO4267
4268,hypothetical protein SCO4268
4269,hypothetical protein SCO4269
4270,transcriptional regulator
4271,NADP-dependent alcohol dehydrogenase
4272,mutT-like protein
4273,metallopeptidase
4274,hypothetical protein SCO4274
4275,histidine autokinase
4276,response regulatory protein
4277,tellurium resistance protein
4278,peptidyl-tRNA hydrolase domain-containing protein
4279,acetyltransferase
4280,reductase
4281,hypothetical protein SCO4281
4282,dimeric protein
4283,sugar kinase
4284,N-acetylglucosamine-6-phosphate deacetylase
4285,sugar kinase
4286,solute-binding protein
4287,hypothetical protein SCO4287
4288,phosphatase
4289,hypothetical protein SCO4289
4290,trehalose-phosphate synthase
4291,hypothetical protein SCO4291
4292,glucosyl-3-phosphoglycerate synthase
4293,threonine synthase
4294,hypothetical protein SCO4294
4295,cold shock protein
4296,chaperonin GroEL
4297,oxidoreductase
4298,carboxylesterase
4299,hypothetical protein SCO4299
4300,hypothetical protein SCO4300
4301,DNA-binding protein
4302,hypothetical protein SCO4302
4303,transcriptional regulator
4304,oxidoreductase
4305,hypothetical protein SCO4305
4306,hypothetical protein SCO4306
4307,N-acetylmuramic acid-6-phosphate etherase
4308,transcriptional regulator
4309,hypothetical protein SCO4309
4310,hypothetical protein SCO4310
4311,hypothetical protein SCO4311
4312,hypothetical protein SCO4312
4313,regulatory protein
4314,hypothetical protein SCO4314
4315,homeostasis protein
4316,ATP/GTP binding protein
4317,hypothetical protein SCO4317
4318,
4319,hypothetical protein SCO4319
4320,hypothetical protein SCO4320
4321,hypothetical protein SCO4321
4322,hypothetical protein SCO4322
4323,hydrolase
4324,hypothetical protein SCO4324
4325,cold shock protein B
4326,hypothetical protein SCO4326
4327,hypothetical protein SCO4327
4328,lipoprotein
4329,hypothetical protein SCO4329
4330,hypothetical protein SCO4330
4331,hypothetical protein SCO4331
4332,integral membrane ATPase
4333,hypothetical protein SCO4333
4334,hypothetical protein SCO4334
4335,hypothetical protein SCO4335
4336,marR-family protein
4337,integral membrane efflux protein
4338,hypothetical protein SCO4338
4339,reductase
4340,integrase
4341,hypothetical protein SCO4341
4342,hypothetical protein SCO4342
4343,hypothetical protein SCO4343
4344,transposase
4345,hypothetical protein SCO4345
4346,hypothetical protein SCO4346
4347,hypothetical protein SCO4347
4348,hypothetical protein SCO4348
4349,hypothetical protein SCO4349
4350,integrase
4351,DNA invertase
4352,oxidoreductase
4353,"hypothetical protein SCO4353, partial"
4354,hypothetical protein SCO4354
4355,nucleotidyltransferase
4356,hypothetical protein SCO4356
4357,hypothetical protein SCO4357
4358,TetR family transcriptional regulator
4359,ABC transporter ATP-binding protein
4360,ABC transporter
4361,hypothetical protein SCO4361
4362,two component system sensor kinase
4363,two component system response regulator
4364,hypothetical protein SCO4364
4365,hypothetical protein SCO4365
4366,phosphoserine aminotransferase
4367,oxidoreductase
4368,lipase
4369,hypothetical protein SCO4369
4370,transposase
4371,hypothetical protein SCO4371
4372,hypothetical protein SCO4372
4373,mut-like protein
4374,hypothetical protein SCO4374
4375,MarR family regulatory protein
4376,hypothetical protein SCO4376
4377,serine-threonine protein kinase
4378,hypothetical protein SCO4378
4379,hypothetical protein SCO4379
4380,acetyl/propionyl CoA carboxylase subunit beta
4381,acetyl/propionyl CoA carboxylase subunit alpha
4382,acyl CoA dehydrogenase
4383,4-coumarate:CoA ligase
4384,enoyl-CoA hydratase
4385,TetR family transcriptional regulator
4386,hypothetical protein SCO4386
4387,pyridoxamine oxidase
4388,citrate synthase 2
4389,acetyltransferase
4390,hypothetical protein SCO4390
4391,hypothetical protein SCO4391
4392,esterase
4393,hypothetical protein SCO4393
4394,iron repressor
4395,hydrolase
4396,integral membrane transport protein
4397,ABC transporter ATP-binding protein
4398,hypothetical protein SCO4398
4399,hypothetical protein SCO4399
4400,hypothetical protein SCO4400
4401,lipoprotein
4402,hypothetical protein SCO4402
4403,formyltetrahydrofolate deformylase
4404,ABC transporter
4405,ABC transporter ATP-binding protein
4406,hypothetical protein SCO4406
4407,hypothetical protein SCO4407
4408,hypothetical protein SCO4408
4409,RNA polymerase sigma factor
4410,anti anti sigma factor
4411,calcium binding protein
4412,regulatory protein
4413,AraC family transcription regulator
4414,integral membrane transport protein
4415,hypothetical protein SCO4415
4416,monooxygenase
4417,acetyltransferase
4418,oxidase
4419,hypothetical protein SCO4419
4420,hypothetical protein SCO4420
4421,TetR family transcriptional regulator
4422,hydrolase
4423,Ser/Thr protein kinase
4424,hypothetical protein SCO4424
4425,sigma-like protein
4426,regulatory protein
4427,hypothetical protein SCO4427
4428,hypothetical protein SCO4428
4429,FO synthase
4430,hypothetical protein SCO4430
4431,hypothetical protein SCO4431
4432,hypothetical protein SCO4432
4433,hypothetical protein SCO4433
4434,LysR family transcriptional regulator
4435,hypothetical protein SCO4435
4436,lyase
4437,sodium-coupled permease
4438,hypothetical protein SCO4438
4439,D-alanyl-D-alanine carboxypeptidase
4440,hypothetical protein SCO4440
4441,DNA-binding protein
4442,hypothetical protein SCO4442
4443,MerR family transcriptional regulator
4444,glutathione peroxidase
4445,transcriptional regulator
4446,hypothetical protein SCO4446
4447,hypothetical protein SCO4447
4448,hypothetical protein SCO4448
4449,hydrolase
4450,TetR family transcriptional regulator
4451,export protein
4452,RNA polymerase sigma factor
4453,hypothetical protein SCO4453
4454,transcriptional regulator
4455,hypothetical protein SCO4455
4456,membrane-associated oxidoreductase
4457,hypothetical protein SCO4457
4458,lipoprotein
4459,hypothetical protein SCO4459
4460,hypothetical protein SCO4460
4461,TetR family transcriptional regulator
4462,hypothetical protein SCO4462
4463,hypothetical protein SCO4463
4464,hydrolase
4465,hypothetical protein SCO4465
4466,hypothetical protein SCO4466
4467,hypothetical protein SCO4467
4468,hypothetical protein SCO4468
4469,glutamate-1-semialdehyde aminotransferase
4470,phosphoglycerate mutase
4471,hypothetical protein SCO4471
4472,hypothetical protein SCO4472
4473,cytochrome biogenesis-like protein
4474,hypothetical protein SCO4474
4475,cytochrome biogenesis-like protein
4476,hypothetical protein SCO4476
4477,MerR family transcriptional regulator
4478,transferase
4479,hydrolase
4480,TetR family transcriptional regulator
4481,Ser/Thr protein kinase
4482,LysR family transcriptional regulator
4483,hypothetical protein SCO4483
4484,hypothetical protein SCO4484
4485,transcriptional regulator
4486,hypothetical protein SCO4486
4487,Ser/Thr protein kinase
4488,Ser/Thr protein kinase
4489,hypothetical protein SCO4489
4490,decarboxylase
4491,prenyltransferase
4492,octaprenyl carboxylase
4493,transcription regulator AsnC
4494,hypothetical protein SCO4494
4495,DNA polymerase-like protein
4496,acetyltransferase
4497,hypothetical protein SCO4497
4498,proton transport protein
4499,TetR family transcriptional regulator
4500,dehydratase
4501,3-ketoacyl-ACP reductase
4502,acetyl-CoA acetyltransferase
4503,long-chain-fatty acid CoA ligase
4504,methyltransferase
4505,cold shock protein
4506,hypothetical protein SCO4506
4507,Ser/Thr protein kinase
4508,cell division-like protein
4509,hypothetical protein SCO4509
4510,hypothetical protein SCO4510
4511,hypothetical protein SCO4511
4512,hypothetical protein SCO4512
4513,hypothetical protein SCO4513
4514,hypothetical protein SCO4514
4515,hypothetical protein SCO4515
4516,hypothetical protein SCO4516
4517,hypothetical protein SCO4517
4518,hypothetical protein SCO4518
4519,hypothetical protein SCO4519
4520,hypothetical protein SCO4520
4521,hypothetical protein SCO4521
4522,hypothetical protein SCO4522
4523,hypothetical protein SCO4523
4524,hypothetical protein SCO4524
4525,hypothetical protein SCO4525
4526,protein kinase
4527,hypothetical protein SCO4527
4528,hypothetical protein SCO4528
4529,hypothetical protein SCO4529
4530,hypothetical protein SCO4530
4531,septum determining protein
4532,hypothetical protein SCO4532
4533,hypothetical protein SCO4533
4534,hypothetical protein SCO4534
4535,hypothetical protein SCO4535
4536,hypothetical protein SCO4536
4537,hypothetical protein SCO4537
4538,hypothetical protein SCO4538
4539,hypothetical protein SCO4539
4540,hypothetical protein SCO4540
4541,hypothetical protein SCO4541
4542,hypothetical protein SCO4542
4543,hypothetical protein SCO4543
4544,hypothetical protein SCO4544
4545,hypothetical protein SCO4545
4546,lipoprotein
4547,hypothetical protein SCO4547
4548,"hypothetical protein SCO4548, partial"
4549,type IV peptidase
4550,hypothetical protein SCO4550
4551,hypothetical protein SCO4551
4552,hydrolase
4553,hypothetical protein SCO4553
4554,bifunctional transferase/deacetylase
4555,integral membrane transferase
4556,ubiquinone/menaquinone biosynthesis methyltransferase
4557,hypothetical protein SCO4557
4558,acetyltransferase
4559,electron transfer oxidoreductase
4560,polypetide deformylase
4561,hypothetical protein SCO4561
4562,NADH dehydrogenase subunit A
4563,NADH dehydrogenase subunit B
4564,NADH dehydrogenase subunit C
4565,NADH dehydrogenase subunit D
4566,NADH dehydrogenase subunit E
4567,NADH dehydrogenase subunit NuoF
4568,NADH dehydrogenase subunit G
4569,NADH dehydrogenase subunit H
4570,NADH dehydrogenase subunit I
4571,NADH dehydrogenase subunit J
4572,NADH dehydrogenase subunit K
4573,NADH dehydrogenase subunit L
4574,NADH dehydrogenase subunit M
4575,NADH dehydrogenase subunit N
4576,hypothetical protein SCO4576
4577,helicase
4578,hypothetical protein SCO4578
4579,hypothetical protein SCO4579
4580,fumarylacetoacetase
4581,hypothetical protein SCO4581
4582,hypothetical protein SCO4582
4583,polyprenyl diphosphate synthase
4584,hypothetical protein SCO4584
4585,ABC transporter ATP-binding protein
4586,ABC transporter
4587,hypothetical protein SCO4587
4588,hypothetical protein SCO4588
4589,aminopeptidase
4590,hypothetical protein SCO4590
4591,hypothetical protein SCO4591
4592,hypothetical protein SCO4592
4593,hypothetical protein SCO4593
4594,2-oxoglutarate ferredoxin oxidoreductase subunit beta
4595,oxidoreductase
4596,two-component system response regulator
4597,two-component system sensor kinase
4598,two-component system sensor kinase
4599,NADH dehydrogenase subunit NuoA2
4600,NADH dehydrogenase subunit NuoB2
4601,dehydrogenase
4602,NADH dehydrogenase subunit NuoH2
4603,NADH dehydrogenase subunit NuoI2
4604,NADH dehydrogenase subunit NuoJ2
4605,NADH dehydrogenase subunit NuoK2
4606,NADH dehydrogenase subunit NuoL2
4607,NADH dehydrogenase subunit NuoM2
4608,NADH dehydrogenase subunit NuoN2
4609,heat shock protein HtpX
4610,hypothetical protein SCO4610
4611,hypothetical protein SCO4611
4612,amino acid transporter
4613,hypothetical protein SCO4613
4614,nucleotide-binding protein
4615,integrase
4616,excisionase
4617,ATP-binding protein
4618,hypothetical protein SCO4618
4619,hypothetical protein SCO4619
4620,sporulation-like protein
4621,sporulation-like protein
4622,hypothetical protein SCO4622
4623,hypothetical protein SCO4623
4624,hypothetical protein SCO4624
4625,hypothetical protein SCO4625
4626,hypothetical protein SCO4626
4627,hypothetical protein SCO4627
4628,regulator
4629,hypothetical protein SCO4629
4630,hypothetical protein SCO4630
4631,hypothetical protein SCO4631
4632,ATP/GTP binding protein
4633,hypothetical protein SCO4633
4634,hydrolase
4635,50S ribosomal protein L33
4636,hypothetical protein SCO4636
4637,hypothetical protein SCO4637
4638,hypothetical protein SCO4638
4639,hypothetical protein SCO4639
4640,TetR family transcriptional regulator
4641,transmembrane efflux protein
4642,hypothetical protein SCO4642
4643,UDP-N-acetylenolpyruvoylglucosamine reductase
4644,adenosine deaminase
4645,aspartate aminotransferase
4646,preprotein translocase subunit SecE
4647,transcription antitermination protein
4648,50S ribosomal protein L11
4649,50S ribosomal protein L1
4650,lipoprotein
4651,lipoprotein
4652,50S ribosomal protein L10
4653,50S ribosomal protein L7/L12
4654,DNA-directed RNA polymerase subunit beta
4655,DNA-directed RNA polymerase subunit beta\'
4656,hypothetical protein SCO4656
4657,hypothetical protein SCO4657
4658,glucosyltransferase
4659,30S ribosomal protein S12
4660,30S ribosomal protein S7
4661,elongation factor G
4662,elongation factor Tu
4663,hypothetical protein SCO4663
4664,hypothetical protein SCO4664
4665,hypothetical protein SCO4665
4666,ABC transporter ATP-binding protein
4667,two-component system sensor kinase
4668,two-component system response regulator
4669,hypothetical protein SCO4669
4670,serine protease
4671,LysR family transcriptional regulator
4672,hypothetical protein SCO4672
4673,DeoR family transcriptional regulator
4674,hypothetical protein SCO4674
4675,hypothetical protein SCO4675
4676,hypothetical protein SCO4676
4677,regulatory protein
4678,hypothetical protein SCO4678
4679,hypothetical protein SCO4679
4680,DNA-binding protein
4681,short chain dehydrogenase
4682,tautomerase
4683,glutamate dehydrogenase
4684,cold shock protein
4685,DEAD/DEAH box helicase
4686,hypothetical protein SCO4686
4687,hypothetical protein SCO4687
4688,hypothetical protein SCO4688
4689,hypothetical protein SCO4689
4690,hypothetical protein SCO4690
4691,hypothetical protein SCO4691
4692,hypothetical protein SCO4692
4693,hypothetical protein SCO4693
4694,hypothetical protein SCO4694
4695,hypothetical protein SCO4695
4696,hypothetical protein SCO4696
4697,hypothetical protein SCO4697
4698,IS1652 transposase
4699,Rhs protein
4700,hypothetical protein SCO4700
4701,30S ribosomal protein S10
4702,50S ribosomal protein L3
4703,50S ribosomal protein L4
4704,50S ribosomal protein L23
4705,50S ribosomal protein L2
4706,30S ribosomal protein S19
4707,50S ribosomal protein L22
4708,30S ribosomal protein S3
4709,50S ribosomal protein L16
4710,50S ribosomal protein L29
4711,30S ribosomal protein S17
4712,50S ribosomal protein L14
4713,50S ribosomal protein L24
4714,50S ribosomal protein L5
4715,30S ribosomal protein S14
4716,30S ribosomal protein S8
4717,50S ribosomal protein L6
4718,50S ribosomal protein L18
4719,30S ribosomal protein S5
4720,50S ribosomal protein L30
4721,50S ribosomal protein L15
4722,preprotein translocase subunit SecY
4723,adenylate kinase
4724,methionine aminopeptidase
4725,translation initiation factor IF-1
4726,50S ribosomal protein L36
4727,30S ribosomal protein S13
4728,30S ribosomal protein S11
4729,DNA-directed RNA polymerase subunit alpha
4730,50S ribosomal protein L17
4731,tRNA pseudouridine synthase A
4732,hypothetical protein SCO4732
4733,hypothetical protein SCO4733
4734,50S ribosomal protein L13
4735,30S ribosomal protein S9
4736,phosphoglucosamine mutase
4737,"hypothetical protein SCO4737, partial"
4738,pantothenate kinase
4739,lipoprotein
4740,glucosamine--fructose-6-phosphate aminotransferase
4741,hypothetical protein SCO4741
4742,hypothetical protein SCO4742
4743,hypothetical protein SCO4743
4744,4\'-phosphopantetheinyl transferase
4745,alanine racemase
4746,lipase
4747,ATP/GTP binding protein
4748,hypothetical protein SCO4748
4749,hypothetical protein SCO4749
4750,hypothetical protein SCO4750
4751,acetyltransferase
4752,DNA-binding/iron metalloprotein/AP endonuclease
4753,hypothetical protein SCO4753
4754,transcriptional regulator
4755,transcriptional regulator
4756,hypothetical protein SCO4756
4757,hypothetical protein SCO4757
4758,hypothetical protein SCO4758
4759,hypothetical protein SCO4759
4760,hypothetical protein SCO4760
4761,co-chaperonin GroES
4762,chaperonin GroEL
4763,hypothetical protein SCO4763
4764,dehydrogenase
4765,hypothetical protein SCO4765
4766,transcriptional regulator
4767,regulatory protein
4768,two-component regulator
4769,RNA polymerase sigma factor SigD
4770,inosine 5\' monophosphate dehydrogenase
4771,inosine 5-monophosphate dehydrogenase
4772,transposase
4773,nucleotide-sugar dehydrogenase
4774,glycerol phosphate dehydrogenase
4775,Ser/Thr protein kinase
4776,Ser/Thr protein kinase
4777,protein Ser/Thr kinase
4778,Ser/Thr protein kinase
4779,Ser/Thr protein kinase
4780,succinic semialdehyde dehydrogenase
4781,cholesterol oxidase
4782,hypothetical protein SCO4782
4783,hypothetical protein SCO4783
4784,hypothetical protein SCO4784
4785,GMP synthase
4786,hypothetical protein SCO4786
4787,hypothetical protein SCO4787
4788,ntegral membrane protein
4789,hypothetical protein SCO4789
4790,hypothetical protein SCO4790
4791,two-component system sensor kinase
4792,two-component system DNA-binding response regulator
4793,hypothetical protein SCO4793
4794,hypothetical protein SCO4794
4795,hypothetical protein SCO4795
4796,hypothetical protein SCO4796
4797,ATP-dependent DNA helicase II
4798,peptidase
4799,lipase
4800,"isobutyryl-CoA mutase, small subunit"
4801,hypothetical protein SCO4801
4802,hypothetical protein SCO4802
4803,hypothetical protein SCO4803
4804,hypothetical protein SCO4804
4805,hypothetical protein SCO4805
4806,hypothetical protein SCO4806
4807,hypothetical protein SCO4807
4808,succinyl-CoA synthetase subunit beta
4809,succinyl-CoA synthetase subunit alpha
4810,hypothetical protein SCO4810
4811,hypothetical protein SCO4811
4812,hypothetical protein SCO4812
4813,phosphoribosylglycinamide formyltransferase
4814,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
4815,hypothetical protein SCO4815
4816,hypothetical protein SCO4816
4817,Ser/Thr protein kinase
4818,hypothetical protein SCO4818
4819,hypothetical protein SCO4819
4820,Ser/Thr protein kinase
4821,hypothetical protein SCO4821
4822,hypothetical protein SCO4822
4823,hypothetical protein SCO4823
4824,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"
4825,hypothetical protein SCO4825
4826,hypothetical protein SCO4826
4827,malate dehydrogenase
4828,betaine aldehyde dehydrogenase
4829,oxidoreductase
4830,glycine/betaine ABC transporter ATP-binding protein
4831,glycine/betaine ABC transporter integral membrane protein
4832,glycine/betaine-binding lipoprotein
4833,"phosphorylmutase, partial"
4834,hypothetical protein SCO4834
4835,hypothetical protein SCO4835
4836,GntR family transcriptional regulator
4837,serine hydroxymethyltransferase
4838,hypothetical protein SCO4838
4839,tryptophanyl-tRNA synthetase
4840,hypothetical protein SCO4840
4841,short-chain dehydrogenase
4842,oxidoreductase
4843,hypothetical protein SCO4843
4844,phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase
4845,hypothetical protein SCO4845
4846,hypothetical protein SCO4846
4847,D-alanyl-D-alanine carboxypeptidase
4848,hypothetical protein SCO4848
4849,hypothetical protein SCO4849
4850,TetR family transcriptional regulator
4851,hypothetical protein SCO4851
4852,hypothetical protein SCO4852
4853,hypothetical protein SCO4853
4854,hypothetical protein SCO4854
4855,succinate dehydrogenase iron-sulfur subunit
4856,succinate dehydrogenase flavoprotein subunit
4857,succinate dehydrogenase membrane subunit
4858,succinate dehydrogenase membrane subunit
4859,OHCU decarboxylase
4860,"hydrolase, partial"
4861,hypothetical protein SCO4861
4862,hypothetical protein SCO4862
4863,hypothetical protein SCO4863
4864,ECF sigma factor
4865,hypothetical protein SCO4865
4866,ECF sigma factor
4867,hypothetical protein SCO4867
4868,lipoprotein
4869,methylmalonyl CoA mutase
4870,hypothetical protein SCO4870
4871,TetR family transcriptional regulator
4872,hypothetical protein SCO4872
4873,hypothetical protein SCO4873
4874,hypothetical protein SCO4874
4875,sugar transferase
4876,sugar translocase
4877,hypothetical protein SCO4877
4878,glycosyltransferase
4879,hypothetical protein SCO4879
4880,transferase
4881,polysaccharide biosynthesis-like protein
4882,hypothetical protein SCO4882
4883,peptidase
4884,lipoprotein
4885,lipoprotein
4886,sugar ABC transporter ATP-binding protein
4887,sugar ABC transporter integral membrane protein
4888,sugar ABC transporter integral membrane protein
4889,cytidine deaminase
4890,thymidine phosphorylase
4891,hypothetical protein SCO4891
4892,regulatory protein
4893,transport integral membrane protein
4894,hypothetical protein SCO4894
4895,RNA polymerase factor sigma-70
4896,transport integral membrane protein
4897,transcriptional regulator
4898,TetR family transcriptional regulator
4899,hypothetical protein SCO4899
4900,hypothetical protein SCO4900
4901,adenosine deaminase
4902,hypothetical protein SCO4902
4903,hypothetical protein SCO4903
4904,hypothetical protein SCO4904
4905,lipoprotein
4906,sensor kinase
4907,transcriptional regulator
4908,RNA polymerase sigma factor
4909,ATP-binding protein
4910,hypothetical protein SCO4910
4911,hypothetical protein SCO4911
4912,aldehyde dehydrogenase
4913,aldehyde dehydrogenase
4914,deoxyribose-phosphate aldolase
4915,hypothetical protein SCO4915
4916,phosphomannomutase
4917,purine nucleoside phosphorylase
4918,hypothetical protein SCO4918
4919,flavoprotein disulfide reductase
4920,DeoR family transcriptional regulator
4921,acyl-CoA carboxylase complex A subunit
4922,hypothetical protein SCO4922
4923,hypothetical protein SCO4923
4924,hypothetical protein SCO4924
4925,hypothetical protein SCO4925
4926,propionyl-CoA carboxylase complex B subunit
4927,ligase
4928,adenylate cyclase
4929,hypothetical protein SCO4929
4930,enoyl-CoA hydratase
4931,hypothetical protein SCO4931
4932,histidine ammonia-lyase
4933,hypothetical protein SCO4933
4934,lipoprotein
4935,hypothetical protein SCO4935
4936,ABC transporter ATP-binding protein
4937,hypothetical protein SCO4937
4938,ECF-sigma factor
4939,hypothetical protein SCO4939
4940,TetR family transcriptional regulator
4941,hypothetical protein SCO4941
4942,regulatory protein
4943,oxidoreductase
4944,DNA-binding protein
4945,dehydrogenase
4946,hypothetical protein SCO4946
4947,nitrate reductase subunit alpha NarG3
4948,nitrate reductase subunit beta NarH3
4949,nitrate reductase subunit delta NarJ3
4950,nitrate reductase subunit gamma NarI3
4951,aldoketoreductase
4952,TetR family transcriptional regulator
4953,hypothetical protein SCO4953
4954,hypothetical protein SCO4954
4955,ATP/GTP-binding protein
4956,methionine sulfoxide reductase A
4957,hypothetical protein SCO4957
4958,cystathionine gamma-synthase
4959,hypothetical protein SCO4959
4960,sigma factor
4961,MarR family transcriptional regulator
4962,threonine dehydratase
4963,ABC transporter ATP-binding protein
4964,integral membrane transport protein
4965,transcription elongation factor GreA
4966,hypothetical protein SCO4966
4967,hypothetical protein SCO4967
4968,hypothetical protein SCO4968
4969,regulatory protein
4970,hypothetical protein SCO4970
4971,dehydrogenase
4972,dehydrogenase
4973,hypothetical protein SCO4973
4974,deaminase
4975,hypothetical protein SCO4975
4976,hypothetical protein SCO4976
4977,TetR family transcriptional regulator
4978,hypothetical protein SCO4978
4979,phosphoenolpyruvate carboxykinase
4980,hypothetical protein SCO4980
4981,hypothetical protein SCO4981
4982,hypothetical protein SCO4982
4983,hypothetical protein SCO4983
4984,aminotransferase AlaT
4985,hypothetical protein SCO4985
4986,D-aminoacylase
4987,D-amino acid deaminase
4988,carbohydrate kinase
4989,IclR family transcriptional regulator
4990,hypothetical protein SCO4990
4991,sugar transport integral membrane protein
4992,hypothetical protein SCO4992
4993,metal ion transport protein
4994,hypothetical protein SCO4994
4995,hypothetical protein SCO4995
4996,RNA polymerase ECF sigma factor
4997,hypothetical protein SCO4997
4998,hypothetical protein SCO4998
4999,hypothetical protein SCO4999
5000,hypothetical protein SCO5000
5001,hypothetical protein SCO5001
5002,hypothetical protein SCO5002
5003,chitinase A
5004,hypothetical protein SCO5004
5005,hypothetical protein SCO5005
5006,septum site-determining protein
5007,septum site-determining protein
5008,septum site-determining protein
5009,secretory protein
5010,hypothetical protein SCO5010
5011,hypothetical protein SCO5011
5012,hypothetical protein SCO5012
5013,hypothetical protein SCO5013
5014,hypothetical protein SCO5014
5015,hypothetical protein SCO5015
5016,hypothetical protein SCO5016
5017,AraC family transcription regulator
5018,hypothetical protein SCO5018
5019,hypothetical protein SCO5019
5020,hypothetical protein SCO5020
5021,lipoprotein
5022,lipoprotein
5023,hypothetical protein SCO5023
5024,oxidoreductase
5025,transcriptional regulator
5026,hypothetical protein SCO5026
5027,hypothetical protein SCO5027
5028,ATP-binding protein
5029,hypothetical protein SCO5029
5030,hypothetical protein SCO5030
5031,hypothetical protein SCO5031
5032,alkyl hydroperoxide reductase
5033,hydrogen peroxide sensing regulator
5034,hypothetical protein SCO5034
5035,ABC transporter ATP-binding protein
5036,hypothetical protein SCO5036
5037,hypothetical protein SCO5037
5038,hypothetical protein SCO5038
5039,penicillin-binding protein
5040,hypothetical protein SCO5040
5041,hypothetical protein SCO5041
5042,fumarate hydratase
5043,hydrolase membrane protein
5044,fumarate hydratase class I
5045,hypothetical protein SCO5045
5046,hypothetical protein SCO5046
5047,"fructose 1,6-bisphosphatase II"
5048,hypothetical protein SCO5048
5049,hypothetical protein SCO5049
5050,nucleotide-sugar dehydrogenase
5051,glycosyltransferase
5052,hypothetical protein SCO5052
5053,hypothetical protein SCO5053
5054,hypothetical protein SCO5054
5055,exodeoxyribonuclease VII small subunit
5056,exodeoxyribonuclease VII large subunit
5057,amino acid permease
5058,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
5059,polyphosphate glucokinase
5060,hypothetical protein SCO5060
5061,GTP-dependent nucleic acid-binding protein EngD
5062,hypothetical protein SCO5062
5063,hypothetical protein SCO5063
5064,hypothetical protein SCO5064
5065,transcriptional regulator
5066,beta-lactamase
5067,carboxylesterase
5068,TetR family transcriptional regulator
5069,oxidoreductase
5070,hydroxylacyl-CoA dehydrogenase
5071,hydroxylacyl-CoA dehydrogenase
5072,hydroxylacyl-CoA dehydrogenase
5073,oxidoreductase
5074,dehydratase
5075,oxidoreductase
5076,hypothetical protein SCO5076
5077,hypothetical protein SCO5077
5078,hypothetical protein SCO5078
5079,hypothetical protein SCO5079
5080,hydrolase
5081,hypothetical protein SCO5081
5082,transcriptional regulator
5083,actinorhodin transporter
5084,hypothetical protein SCO5084
5085,actinorhodin cluster activator protein
5086,ketoacyl reductase
5087,actinorhodin polyketide beta-ketoacyl synthase subunit alpha
5088,actinorhodin polyketide beta-ketoacyl synthase subunit beta
5089,actinorhodin polyketide synthase ACP
5090,actinorhodin polyketide synthase bifunctional cyclase/dehydratase
5091,cyclase
5092,actinorhodin polyketide dimerase
5093,mini-circle protein
5094,methyltransferase
5095,DNA-binding protein
5096,LysR family transcriptional regulator
5097,short-chain oxidoreductase
5098,hypothetical protein SCO5098
5099,hypothetical protein SCO5099
5100,GntR family transcriptional regulator
5101,hypothetical protein SCO5101
5102,mutT-like protein
5103,regulatory protein
5104,hypothetical protein SCO5104
5105,hypothetical protein SCO5105
5106,fumarate reductase iron-sulfur subunit
5107,succinate dehydrogenase flavoprotein subunit
5108,hypothetical protein SCO5108
5109,hypothetical protein SCO5109
5110,lipoprotein
5111,GTP-binding protein
5112,ABC transporter integral membrane protein BldKA
5113,ABC transporter lipoprotein BldKB
5114,ABC transporter integral membrane protein BldKC
5115,ABC transporter intracellular ATPase subunit BldKD
5116,peptide transport system ATP-binding subunit
5117,peptide transport system peptide-binding protein
5118,peptide transport system integral membrane protein
5119,peptide transport system integral membrane protein
5120,peptide transport system ATP-binding protein
5121,peptide transport system ATP-binding protein
5122,peptidase
